tweet_id,favorites,retweets,user_followers,user_favourites,date_time
884562892145688576,23343,4430,8340122,143209,2017-07-11 00:00:02+00:00
884441805382717440,25972,5345,8340122,143209,2017-07-10 15:58:53+00:00
884247878851493888,70010,19106,8340122,143209,2017-07-10 03:08:17+00:00
884162670584377345,19567,2805,8340122,143209,2017-07-09 21:29:42+00:00
883838122936631299,20994,3248,8340122,143209,2017-07-09 00:00:04+00:00
883482846933004288,44102,9303,8340122,143209,2017-07-08 00:28:19+00:00
883360690899218434,21779,3485,8340122,143209,2017-07-07 16:22:55+00:00
883117836046086144,35680,6253,8340122,143209,2017-07-07 00:17:54+00:00
882992080364220416,22971,3671,8340122,143209,2017-07-06 15:58:11+00:00
882762694511734784,27176,4604,8340122,143209,2017-07-06 00:46:41+00:00
882627270321602560,26838,5706,8340122,143209,2017-07-05 15:48:34+00:00
882268110199369728,43153,10898,8340122,143209,2017-07-04 16:01:23+00:00
882045870035918850,28174,4606,8340122,143209,2017-07-04 01:18:17+00:00
881906580714921986,23362,3198,8340123,143209,2017-07-03 16:04:48+00:00
881666595344535552,48680,10034,8340123,143209,2017-07-03 00:11:11+00:00
881633300179243008,120,7,8340123,143209,2017-07-02 21:58:53+00:00
881536004380872706,47525,15008,8340123,143209,2017-07-02 15:32:16+00:00
881268444196462592,22268,4927,8340123,143209,2017-07-01 21:49:04+00:00
880935762899988482,16372,2626,8340124,143209,2017-06-30 23:47:07+00:00
880872448815771648,20454,3595,8340124,143209,2017-06-30 19:35:32+00:00
880465832366813184,27404,5869,8340124,143209,2017-06-29 16:39:47+00:00
880221127280381952,25949,3960,8340124,143209,2017-06-29 00:27:25+00:00
880095782870896641,26563,4084,8340124,143209,2017-06-28 16:09:20+00:00
879862464715927552,21486,3287,8340124,143209,2017-06-28 00:42:13+00:00
879674319642796034,300,10,8340124,143209,2017-06-27 12:14:36+00:00
879492040517615616,22554,2995,8340124,143209,2017-06-27 00:10:17+00:00
879415818425184262,101800,41781,8340124,143209,2017-06-26 19:07:24+00:00
879376492567855104,16174,2940,8340124,143209,2017-06-26 16:31:08+00:00
879130579576475649,0,6420,8340124,143209,2017-06-26 00:13:58+00:00
879050749262655488,21675,4409,8340124,143209,2017-06-25 18:56:45+00:00
879008229531029506,18249,2536,8340124,143209,2017-06-25 16:07:47+00:00
878776093423087618,18642,3865,8340124,143209,2017-06-25 00:45:22+00:00
878604707211726852,29031,6727,8340124,143209,2017-06-24 13:24:20+00:00
878404777348136964,0,1218,8340124,143209,2017-06-24 00:09:53+00:00
878316110768087041,0,6294,8340124,143209,2017-06-23 18:17:33+00:00
878281511006478336,7432,1218,8340124,143209,2017-06-23 16:00:04+00:00
878057613040115712,40480,6420,8340124,143209,2017-06-23 01:10:23+00:00
877736472329191424,76605,17943,8340124,143209,2017-06-22 03:54:17+00:00
877611172832227328,0,77,8340124,143209,2017-06-21 19:36:23+00:00
877556246731214848,21848,3596,8340124,143209,2017-06-21 15:58:08+00:00
877316821321428993,26361,4885,8340124,143209,2017-06-21 00:06:44+00:00
877201837425926144,26098,5272,8340124,143209,2017-06-20 16:29:50+00:00
876838120628539392,19939,3151,8340124,143209,2017-06-19 16:24:33+00:00
876537666061221889,22713,4408,8340124,143209,2017-06-18 20:30:39+00:00
876484053909872640,18066,2252,8340124,143209,2017-06-18 16:57:37+00:00
876120275196170240,26901,4414,8340124,143209,2017-06-17 16:52:05+00:00
875747767867523072,24244,4030,8340124,143209,2017-06-16 16:11:53+00:00
875144289856114688,21128,4657,8340124,143209,2017-06-15 00:13:52+00:00
875097192612077568,26436,5742,8340124,143209,2017-06-14 21:06:43+00:00
875021211251597312,24538,4465,8340124,143209,2017-06-14 16:04:48+00:00
874680097055178752,26808,4385,8340124,143209,2017-06-13 17:29:20+00:00
874434818259525634,0,13808,8340124,143209,2017-06-13 01:14:41+00:00
874296783580663808,25090,3897,8340124,143209,2017-06-12 16:06:11+00:00
874057562936811520,21886,3752,8340124,143209,2017-06-12 00:15:36+00:00
874012996292530176,33249,9767,8340124,143209,2017-06-11 21:18:31+00:00
873580283840344065,23356,3729,8340124,143209,2017-06-10 16:39:04+00:00
873337748698140672,0,1511,8340124,143209,2017-06-10 00:35:19+00:00
873213775632977920,6948,1511,8340124,143209,2017-06-09 16:22:42+00:00
872967104147763200,26339,5128,8340124,143209,2017-06-09 00:02:31+00:00
872820683541237760,14218,3523,8340125,143209,2017-06-08 14:20:41+00:00
872620804844003328,20042,3477,8340126,143209,2017-06-08 01:06:27+00:00
872486979161796608,39327,8574,8340126,143209,2017-06-07 16:14:40+00:00
872122724285648897,33232,7706,8340126,143209,2017-06-06 16:07:15+00:00
871879754684805121,36527,10509,8340126,143209,2017-06-06 00:01:46+00:00
871762521631449091,19582,3312,8340126,143209,2017-06-05 16:15:56+00:00
871515927908634625,19507,3294,8340126,143209,2017-06-04 23:56:03+00:00
871166179821445120,0,5437,8340126,143209,2017-06-04 00:46:17+00:00
871102520638267392,20274,5244,8340126,143209,2017-06-03 20:33:19+00:00
871032628920680449,21968,3637,8340126,143209,2017-06-03 15:55:36+00:00
870804317367881728,32578,5904,8340126,143209,2017-06-03 00:48:22+00:00
870726314365509632,118,3,8340126,143209,2017-06-02 19:38:25+00:00
870656317836468226,12011,2520,8340126,143209,2017-06-02 15:00:16+00:00
870374049280663552,80287,25229,8340126,143209,2017-06-01 20:18:38+00:00
870308999962521604,21214,3969,8340126,143209,2017-06-01 16:00:09+00:00
870063196459192321,35493,7947,8340126,143209,2017-05-31 23:43:25+00:00
869772420881756160,41216,9645,8340126,143209,2017-05-31 04:27:59+00:00
869702957897576449,27400,6046,8340126,143209,2017-05-30 23:51:58+00:00
869596645499047938,15512,3002,8340126,143209,2017-05-30 16:49:31+00:00
869227993411051520,19832,3622,8340126,143209,2017-05-29 16:24:37+00:00
868880397819494401,63646,13846,8340126,143209,2017-05-28 17:23:24+00:00
868639477480148993,0,1995,8340126,143209,2017-05-28 01:26:04+00:00
868622495443632128,25977,5091,8340126,143209,2017-05-28 00:18:35+00:00
868552278524837888,9826,1995,8340126,143209,2017-05-27 19:39:34+00:00
867900495410671616,23544,4017,8340126,143209,2017-05-26 00:29:37+00:00
867774946302451713,33047,7064,8340126,143209,2017-05-25 16:10:44+00:00
867421006826221569,15682,2396,8340126,143209,2017-05-24 16:44:18+00:00
867072653475098625,0,118,8340126,143209,2017-05-23 17:40:04+00:00
867051520902168576,31396,7577,8340126,143209,2017-05-23 16:16:06+00:00
866720684873056260,19544,4621,8340126,143209,2017-05-22 18:21:28+00:00
866686824827068416,18795,3346,8340126,143209,2017-05-22 16:06:55+00:00
866450705531457537,119334,33987,8340127,143209,2017-05-22 00:28:40+00:00
866334964761202691,51205,13808,8340127,143209,2017-05-21 16:48:45+00:00
866094527597207552,0,8089,8340127,143209,2017-05-21 00:53:21+00:00
865718153858494464,25049,5431,8340127,143209,2017-05-19 23:57:46+00:00
865359393868664832,25851,4826,8340127,143209,2017-05-19 00:12:11+00:00
865006731092295680,27371,7429,8340127,143209,2017-05-18 00:50:50+00:00
864873206498414592,31542,8408,8340127,143209,2017-05-17 16:00:15+00:00
864279568663928832,14267,2926,8340127,143209,2017-05-16 00:41:21+00:00
864197398364647424,29413,8599,8340127,143209,2017-05-15 19:14:50+00:00
863907417377173506,20165,4003,8340127,143209,2017-05-15 00:02:33+00:00
863553081350529029,14957,4057,8340127,143209,2017-05-14 00:34:33+00:00
863471782782697472,0,2359,8340127,143209,2017-05-13 19:11:30+00:00
863432100342583297,23318,5078,8340127,143209,2017-05-13 16:33:49+00:00
863427515083354112,2191,92,8340127,143209,2017-05-13 16:15:35+00:00
863079547188785154,8591,1075,8340127,143209,2017-05-12 17:12:53+00:00
863062471531167744,8309,2359,8340127,143209,2017-05-12 16:05:02+00:00
862831371563274240,18789,4992,8340127,143209,2017-05-12 00:46:44+00:00
862722525377298433,16744,3434,8340127,143209,2017-05-11 17:34:13+00:00
862457590147678208,20079,4803,8340127,143209,2017-05-11 00:01:27+00:00
862096992088072192,73072,22537,8340127,143209,2017-05-10 00:08:34+00:00
861383897657036800,35451,10421,8340127,143209,2017-05-08 00:54:59+00:00
861288531465048066,16892,4030,8340127,143209,2017-05-07 18:36:02+00:00
861005113778896900,16404,3717,8340127,143209,2017-05-06 23:49:50+00:00
860981674716409858,0,2094,8340127,143209,2017-05-06 22:16:42+00:00
860924035999428608,0,786,8340127,143209,2017-05-06 18:27:40+00:00
860563773140209665,7384,2094,8340127,143209,2017-05-05 18:36:06+00:00
860524505164394496,23251,5166,8340127,143209,2017-05-05 16:00:04+00:00
860276583193509888,18038,3408,8340127,143209,2017-05-04 23:34:55+00:00
860184849394610176,16400,5713,8340128,143209,2017-05-04 17:30:24+00:00
860177593139703809,0,30223,8340128,143209,2017-05-04 17:01:34+00:00
859924526012018688,19269,4001,8340128,143209,2017-05-04 00:15:58+00:00
859851578198683649,15178,3436,8340128,143209,2017-05-03 19:26:06+00:00
859607811541651456,18317,1533,8340128,143209,2017-05-03 03:17:27+00:00
859196978902773760,88726,29503,8340128,143209,2017-05-02 00:04:57+00:00
859074603037188101,33417,13335,8340128,143209,2017-05-01 15:58:40+00:00
858860390427611136,0,7972,8340128,143209,2017-05-01 01:47:28+00:00
858843525470990336,15344,3428,8340128,143209,2017-05-01 00:40:27+00:00
858471635011153920,21230,4768,8340128,143209,2017-04-30 00:02:42+00:00
858107933456039936,15540,2863,8340128,143209,2017-04-28 23:57:28+00:00
857989990357356544,15929,2550,8340128,143209,2017-04-28 16:08:49+00:00
857746408056729600,33846,10451,8340128,143209,2017-04-28 00:00:54+00:00
857393404942143489,5829,1616,8340128,143209,2017-04-27 00:38:11+00:00
857263160327368704,19804,4447,8340128,143209,2017-04-26 16:00:39+00:00
857214891891077121,226,17,8340128,143209,2017-04-26 12:48:51+00:00
857062103051644929,0,168,8340128,143209,2017-04-26 02:41:43+00:00
857029823797047296,18731,3947,8340128,143209,2017-04-26 00:33:27+00:00
856543823941562368,16135,2841,8340128,143209,2017-04-24 16:22:16+00:00
856526610513747968,11758,1853,8340128,143209,2017-04-24 15:13:52+00:00
856330835276025856,0,657,8340128,143209,2017-04-24 02:15:55+00:00
856288084350160898,511,15,8340128,143209,2017-04-23 23:26:03+00:00
856282028240666624,27531,6211,8340128,143209,2017-04-23 23:01:59+00:00
855862651834028034,340,26,8340128,143209,2017-04-22 19:15:32+00:00
855860136149123072,4959,994,8340128,143209,2017-04-22 19:05:32+00:00
855857698524602368,11790,2096,8340128,143209,2017-04-22 18:55:51+00:00
855851453814013952,45293,17744,8340128,143209,2017-04-22 18:31:02+00:00
855818117272018944,26477,5377,8340128,143209,2017-04-22 16:18:34+00:00
855459453768019968,29743,8153,8340128,143209,2017-04-21 16:33:22+00:00
855245323840757760,0,5924,8340128,143209,2017-04-21 02:22:29+00:00
855138241867124737,0,44,8340128,143209,2017-04-20 19:16:59+00:00
854732716440526848,22750,6025,8340128,143209,2017-04-19 16:25:34+00:00
854482394044301312,29219,6850,8340128,143209,2017-04-18 23:50:52+00:00
854365224396361728,18843,4666,8340128,143209,2017-04-18 16:05:17+00:00
854120357044912130,31924,7456,8340128,143209,2017-04-17 23:52:16+00:00
854010172552949760,16181,3150,8340128,143209,2017-04-17 16:34:26+00:00
853760880890318849,28584,5741,8340128,143209,2017-04-17 00:03:50+00:00
853639147608842240,34813,10077,8340128,143209,2017-04-16 16:00:07+00:00
853299958564483072,15532,3553,8340128,143209,2017-04-15 17:32:18+00:00
852936405516943360,0,2006,8340129,143209,2017-04-14 17:27:40+00:00
852912242202992640,9091,1828,8340129,143209,2017-04-14 15:51:39+00:00
852672615818899456,14963,2154,8340129,143209,2017-04-13 23:59:28+00:00
852553447878664193,16378,3504,8340129,143209,2017-04-13 16:05:56+00:00
852311364735569921,33246,9949,8340129,143209,2017-04-13 00:03:59+00:00
852226086759018497,20092,6863,8340129,143209,2017-04-12 18:25:07+00:00
852189679701164033,11503,1590,8340129,143209,2017-04-12 16:00:27+00:00
851861385021730816,0,20,8340129,143209,2017-04-11 18:15:55+00:00
851591660324737024,16331,3495,8340129,143209,2017-04-11 00:24:08+00:00
851464819735769094,24396,7092,8340129,143209,2017-04-10 16:00:07+00:00
851224888060895234,20791,5758,8340129,143209,2017-04-10 00:06:42+00:00
850753642995093505,31131,9222,8340129,143209,2017-04-08 16:54:09+00:00
850380195714523136,13186,2635,8340129,143209,2017-04-07 16:10:12+00:00
850333567704068097,3481,336,8340129,143209,2017-04-07 13:04:55+00:00
850145622816686080,16470,3836,8340129,143209,2017-04-07 00:38:06+00:00
850019790995546112,20590,4915,8340129,143209,2017-04-06 16:18:05+00:00
849776966551130114,30770,7662,8340129,143209,2017-04-06 00:13:11+00:00
849668094696017920,0,5002,8340129,143209,2017-04-05 17:00:34+00:00
849412302885593088,16019,3182,8340129,143209,2017-04-05 00:04:08+00:00
849336543269576704,11518,1927,8340129,143209,2017-04-04 19:03:06+00:00
849051919805034497,42805,8579,8340129,143209,2017-04-04 00:12:06+00:00
848690551926992896,25469,4372,8340129,143209,2017-04-03 00:16:10+00:00
848324959059550208,25033,4656,8340129,143209,2017-04-02 00:03:26+00:00
848213670039564288,8284,744,8340129,143209,2017-04-01 16:41:12+00:00
848212111729840128,16523,3091,8340129,143209,2017-04-01 16:35:01+00:00
847978865427394560,0,3298,8340129,143209,2017-04-01 01:08:10+00:00
847971574464610304,0,436,8340129,143209,2017-04-01 00:39:12+00:00
847962785489326080,23816,5160,8340129,143209,2017-04-01 00:04:17+00:00
847842811428974592,5521,1347,8340129,143209,2017-03-31 16:07:33+00:00
847617282490613760,7079,424,8340130,143209,2017-03-31 01:11:22+00:00
847606175596138505,19016,3464,8340130,143209,2017-03-31 00:27:14+00:00
847251039262605312,20749,4346,8340130,143209,2017-03-30 00:56:03+00:00
847157206088847362,20198,5954,8340130,143209,2017-03-29 18:43:12+00:00
847116187444137987,21716,3235,8340130,143209,2017-03-29 16:00:12+00:00
846874817362120707,20376,3975,8340130,143209,2017-03-29 00:01:05+00:00
846514051647705089,45290,11757,8340130,143209,2017-03-28 00:07:32+00:00
846505985330044928,14317,3119,8340130,143209,2017-03-27 23:35:28+00:00
846153765933735936,32154,9207,8340130,143209,2017-03-27 00:15:53+00:00
846139713627017216,31424,10116,8340130,143209,2017-03-26 23:20:02+00:00
846042936437604353,16247,2919,8340129,143209,2017-03-26 16:55:29+00:00
845812042753855489,29732,8856,8340793,143210,2017-03-26 01:38:00+00:00
845677943972139009,25579,4868,8340129,143209,2017-03-25 16:45:08+00:00
845397057150107648,7756,1840,8340129,143209,2017-03-24 22:08:59+00:00
845306882940190720,23729,5479,8340129,143209,2017-03-24 16:10:40+00:00
845098359547420673,0,7796,8340129,143209,2017-03-24 02:22:04+00:00
844979544864018432,13866,2603,8340129,143209,2017-03-23 18:29:57+00:00
844973813909606400,15369,3266,8340129,143209,2017-03-23 18:07:10+00:00
844580511645339650,16778,3193,8340129,143209,2017-03-22 16:04:20+00:00
844223788422217728,13883,2243,8340793,143210,2017-03-21 16:26:50+00:00
843981021012017153,15432,2997,8340129,143209,2017-03-21 00:22:10+00:00
843856843873095681,21843,4718,8340129,143209,2017-03-20 16:08:44+00:00
843604394117681152,17196,2798,8340129,143209,2017-03-19 23:25:35+00:00
843235543001513987,21927,6142,8340129,143209,2017-03-18 22:59:54+00:00
842846295480000512,15525,3705,8340129,143209,2017-03-17 21:13:10+00:00
842765311967449089,6883,1313,8340129,143209,2017-03-17 15:51:22+00:00
842535590457499648,18447,3581,8340129,143209,2017-03-17 00:38:32+00:00
842163532590374912,24964,5924,8340129,143209,2017-03-16 00:00:07+00:00
842115215311396866,14277,3103,8340130,143209,2017-03-15 20:48:07+00:00
841833993020538882,0,15522,8340131,143209,2017-03-15 02:10:39+00:00
841680585030541313,26210,7959,8340131,143209,2017-03-14 16:01:03+00:00
841439858740625411,12913,3766,8340131,143209,2017-03-14 00:04:30+00:00
841320156043304961,20206,5611,8340132,143209,2017-03-13 16:08:50+00:00
841314665196081154,16160,4779,8340796,143210,2017-03-13 15:47:01+00:00
841077006473256960,23336,5437,8340796,143210,2017-03-13 00:02:39+00:00
840761248237133825,0,1799,8340132,143209,2017-03-12 03:07:56+00:00
840728873075638272,0,16555,8340132,143209,2017-03-12 00:59:17+00:00
840698636975636481,178,2,8340132,143209,2017-03-11 22:59:09+00:00
840696689258311684,12542,998,8340132,143209,2017-03-11 22:51:24+00:00
840632337062862849,9178,1799,8340132,143209,2017-03-11 18:35:42+00:00
840370681858686976,16826,4669,8340132,143209,2017-03-11 01:15:58+00:00
840268004936019968,19703,5869,8340132,143209,2017-03-10 18:27:58+00:00
839990271299457024,13726,2347,8340132,143209,2017-03-10 00:04:21+00:00
839549326359670784,28115,7972,8340132,143209,2017-03-08 18:52:12+00:00
839290600511926273,0,146,8340133,143209,2017-03-08 01:44:07+00:00
839239871831150596,27835,6695,8340133,143209,2017-03-07 22:22:32+00:00
838952994649550848,20080,4091,8340133,143209,2017-03-07 03:22:35+00:00
838921590096166913,11424,2111,8340133,143209,2017-03-07 01:17:48+00:00
838916489579200512,0,35,8340133,143209,2017-03-07 00:57:32+00:00
838831947270979586,0,11317,8340133,143209,2017-03-06 19:21:35+00:00
838561493054533637,11174,1367,8340133,143209,2017-03-06 01:26:54+00:00
838476387338051585,23125,4915,8340797,143210,2017-03-05 19:48:43+00:00
838201503651401729,0,10340,8340133,143209,2017-03-05 01:36:26+00:00
838150277551247360,1714,340,8340133,143209,2017-03-04 22:12:52+00:00
838085839343206401,145,1,8340133,143209,2017-03-04 17:56:49+00:00
838083903487373313,18061,3235,8340133,143209,2017-03-04 17:49:08+00:00
837820167694528512,35011,8089,8340133,143209,2017-03-04 00:21:08+00:00
837482249356513284,3930,451,8340797,143210,2017-03-03 01:58:22+00:00
837471256429613056,13116,2338,8340797,143210,2017-03-03 01:14:41+00:00
837110210464448512,16445,2442,8340134,143209,2017-03-02 01:20:01+00:00
836989968035819520,13051,2350,8340798,143210,2017-03-01 17:22:13+00:00
836753516572119041,19782,4776,8340134,143209,2017-03-01 01:42:39+00:00
836677758902222849,12933,2280,8340134,143209,2017-02-28 20:41:37+00:00
836648853927522308,0,564,8340798,143210,2017-02-28 18:46:45+00:00
836397794269200385,0,28418,8340798,143210,2017-02-28 02:09:08+00:00
836380477523124226,15134,3069,8340134,143209,2017-02-28 01:00:19+00:00
836260088725786625,21843,4418,8340798,143210,2017-02-27 17:01:56+00:00
836001077879255040,19594,4387,8340134,143209,2017-02-26 23:52:43+00:00
835685285446955009,0,8387,8340798,143210,2017-02-26 02:57:52+00:00
835574547218894849,18254,3720,8340134,143209,2017-02-25 19:37:50+00:00
835536468978302976,0,1752,8340134,143209,2017-02-25 17:06:32+00:00
835309094223372289,0,21676,8340134,143209,2017-02-25 02:03:02+00:00
835297930240217089,16891,3096,8340798,143210,2017-02-25 01:18:40+00:00
835264098648616962,7932,1752,8340134,143209,2017-02-24 23:04:14+00:00
835246439529840640,2156,73,8340134,143209,2017-02-24 21:54:03+00:00
835172783151792128,26844,5936,8340134,143209,2017-02-24 17:01:22+00:00
835152434251116546,23065,3118,8340134,143209,2017-02-24 15:40:31+00:00
834931633769889797,11119,1702,8340798,143210,2017-02-24 01:03:08+00:00
834786237630337024,21839,5644,8340134,143209,2017-02-23 15:25:23+00:00
834574053763584002,14049,2612,8340134,143209,2017-02-23 01:22:14+00:00
834477809192075265,0,11016,8340134,143209,2017-02-22 18:59:48+00:00
834458053273591808,9884,1734,8340134,143209,2017-02-22 17:41:18+00:00
834209720923721728,21186,4913,8340134,143209,2017-02-22 01:14:30+00:00
834167344700198914,16228,3769,8340134,143209,2017-02-21 22:26:07+00:00
834089966724603904,10331,2197,8340134,143209,2017-02-21 17:18:39+00:00
834086379323871233,13425,2277,8340134,143209,2017-02-21 17:04:24+00:00
833863086058651648,13780,2478,8340134,143209,2017-02-21 02:17:06+00:00
833826103416520705,18510,3880,8340134,143209,2017-02-20 23:50:09+00:00
833732339549220864,0,224,8340134,143209,2017-02-20 17:37:34+00:00
833722901757046785,21328,3326,8340134,143209,2017-02-20 17:00:04+00:00
833479644947025920,15261,2116,8340134,143209,2017-02-20 00:53:27+00:00
833124694597443584,20762,5002,8340134,143209,2017-02-19 01:23:00+00:00
832998151111966721,13677,2286,8340134,143209,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8340134,143209,2017-02-18 01:50:19+00:00
832757312314028032,17320,3739,8340134,143209,2017-02-18 01:03:09+00:00
832682457690300417,12224,3034,8340134,143209,2017-02-17 20:05:43+00:00
832645525019123713,3016,541,8340134,143209,2017-02-17 17:38:57+00:00
832636094638288896,16306,2880,8340134,143209,2017-02-17 17:01:29+00:00
832397543355072512,12279,2288,8340798,143210,2017-02-17 01:13:34+00:00
832369877331693569,17672,3298,8340134,143209,2017-02-16 23:23:38+00:00
832273440279240704,11647,2413,8340134,143209,2017-02-16 17:00:25+00:00
832215909146226688,0,6429,8340134,143209,2017-02-16 13:11:49+00:00
832215726631055365,0,9695,8340134,143209,2017-02-16 13:11:05+00:00
832088576586297345,67,2,8340134,143209,2017-02-16 04:45:50+00:00
832040443403784192,0,9993,8340134,143209,2017-02-16 01:34:34+00:00
832032802820481025,18384,4828,8340798,143210,2017-02-16 01:04:13+00:00
831939777352105988,24712,6356,8340134,143209,2017-02-15 18:54:34+00:00
831926988323639298,351,34,8340798,143210,2017-02-15 18:03:45+00:00
831911600680497154,28478,6746,8340134,143209,2017-02-15 17:02:36+00:00
831670449226514432,10758,1879,8340134,143209,2017-02-15 01:04:21+00:00
831650051525054464,7389,2006,8340798,143210,2017-02-14 23:43:18+00:00
831552930092285952,9258,2380,8340134,143209,2017-02-14 17:17:22+00:00
831322785565769729,9512,1597,8340134,143209,2017-02-14 02:02:51+00:00
831315979191906304,6728,1160,8340798,143210,2017-02-14 01:35:49+00:00
831309418084069378,12095,2546,8340134,143209,2017-02-14 01:09:44+00:00
831262627380748289,12278,2120,8340134,143209,2017-02-13 22:03:49+00:00
830956169170665475,8211,1546,8340134,143209,2017-02-13 01:46:03+00:00
830583320585068544,68964,17410,8340134,143209,2017-02-12 01:04:29+00:00
830173239259324417,0,5909,8340134,143209,2017-02-10 21:54:58+00:00
830097400375152640,10139,3078,8340134,143209,2017-02-10 16:53:37+00:00
829878982036299777,0,5218,8340134,143209,2017-02-10 02:25:42+00:00
829861396166877184,12611,2029,8340134,143209,2017-02-10 01:15:49+00:00
829501995190984704,32764,11016,8340134,143209,2017-02-09 01:27:41+00:00
829449946868879360,10802,2102,8340798,143210,2017-02-08 22:00:52+00:00
829141528400556032,25219,7657,8340134,143209,2017-02-08 01:35:19+00:00
829011960981237760,54738,16920,8340134,143209,2017-02-07 17:00:28+00:00
828801551087042563,0,3533,8340798,143210,2017-02-07 03:04:22+00:00
828770345708580865,26374,6099,8340134,143209,2017-02-07 01:00:22+00:00
828708714936930305,37765,11661,8340134,143209,2017-02-06 20:55:28+00:00
828650029636317184,9827,1409,8340134,143209,2017-02-06 17:02:17+00:00
828409743546925057,6533,1205,8340798,143210,2017-02-06 01:07:28+00:00
828408677031882754,7927,1341,8340134,143209,2017-02-06 01:03:14+00:00
828381636999917570,13042,2300,8340798,143210,2017-02-05 23:15:47+00:00
828376505180889089,7631,1111,8340134,143209,2017-02-05 22:55:23+00:00
828372645993398273,12979,3059,8340134,143209,2017-02-05 22:40:03+00:00
828361771580813312,2278,177,8340134,143209,2017-02-05 21:56:51+00:00
828046555563323392,12157,2973,8340134,143209,2017-02-05 01:04:17+00:00
828011680017821696,10691,2231,8340798,143210,2017-02-04 22:45:42+00:00
827933404142436356,20783,5439,8340134,143209,2017-02-04 17:34:40+00:00
827653905312006145,15977,3120,8340134,143209,2017-02-03 23:04:02+00:00
827600520311402496,7660,978,8340134,143209,2017-02-03 19:31:54+00:00
827324948884643840,16363,3171,8340134,143209,2017-02-03 01:16:53+00:00
827199976799354881,10932,2330,8340134,143209,2017-02-02 17:00:17+00:00
826958653328592898,22296,5218,8340134,143209,2017-02-02 01:01:21+00:00
826848821049180160,37644,10601,8340134,143209,2017-02-01 17:44:55+00:00
826615380357632002,0,4140,8340134,143209,2017-02-01 02:17:19+00:00
826598799820865537,5280,264,8340134,143209,2017-02-01 01:11:25+00:00
826598365270007810,10390,2439,8340798,143210,2017-02-01 01:09:42+00:00
826476773533745153,19048,4388,8340134,143209,2017-01-31 17:06:32+00:00
826240494070030336,13735,2706,8340134,143209,2017-01-31 01:27:39+00:00
826204788643753985,5042,967,8340134,143209,2017-01-30 23:05:46+00:00
826115272272650244,16177,3265,8340135,143209,2017-01-30 17:10:04+00:00
825876512159186944,10805,1951,8340135,143209,2017-01-30 01:21:19+00:00
825829644528148480,13167,2586,8340135,143209,2017-01-29 22:15:05+00:00
