,tweet_id,favorites,retweets,user_followers,user_favourites,date_time
237,845677943972139009,25597,4878,8309129,142727,2017-03-25 16:45:08+00:00
238,845397057150107648,7765,1843,8309129,142727,2017-03-24 22:08:59+00:00
239,845306882940190720,23749,5488,8309129,142727,2017-03-24 16:10:40+00:00
240,845098359547420673,0,7808,8309129,142727,2017-03-24 02:22:04+00:00
241,844979544864018432,13874,2605,8309131,142727,2017-03-23 18:29:57+00:00
242,844973813909606400,15380,3270,8309131,142727,2017-03-23 18:07:10+00:00
243,844580511645339650,16789,3198,8309131,142727,2017-03-22 16:04:20+00:00
244,844223788422217728,13892,2246,8309130,142727,2017-03-21 16:26:50+00:00
245,843981021012017153,15441,2998,8309130,142727,2017-03-21 00:22:10+00:00
246,843856843873095681,21866,4723,8309130,142727,2017-03-20 16:08:44+00:00
247,843604394117681152,17216,2801,8309130,142727,2017-03-19 23:25:35+00:00
248,843235543001513987,21955,6156,8309130,142727,2017-03-18 22:59:54+00:00
249,842846295480000512,15539,3706,8309130,142727,2017-03-17 21:13:10+00:00
250,842765311967449089,6887,1314,8309130,142727,2017-03-17 15:51:22+00:00
251,842535590457499648,18464,3588,8309130,142727,2017-03-17 00:38:32+00:00
252,842163532590374912,24982,5931,8309130,142727,2017-03-16 00:00:07+00:00
253,842115215311396866,14300,3107,8309130,142727,2017-03-15 20:48:07+00:00
254,841833993020538882,0,15553,8309130,142727,2017-03-15 02:10:39+00:00
255,841680585030541313,26240,7968,8309130,142727,2017-03-14 16:01:03+00:00
256,841439858740625411,12921,3774,8309130,142727,2017-03-14 00:04:30+00:00
257,841320156043304961,20222,5626,8309130,142727,2017-03-13 16:08:50+00:00
258,841314665196081154,16171,4794,8309130,142727,2017-03-13 15:47:01+00:00
259,841077006473256960,23363,5447,8309130,142727,2017-03-13 00:02:39+00:00
260,840761248237133825,0,1802,8309130,142727,2017-03-12 03:07:56+00:00
261,840728873075638272,0,16583,8309130,142727,2017-03-12 00:59:17+00:00
262,840698636975636481,180,2,8309130,142727,2017-03-11 22:59:09+00:00
263,840696689258311684,12568,1002,8309130,142727,2017-03-11 22:51:24+00:00
264,840632337062862849,9185,1802,8309130,142727,2017-03-11 18:35:42+00:00
265,840370681858686976,16836,4675,8309130,142727,2017-03-11 01:15:58+00:00
266,840268004936019968,19731,5873,8309130,142727,2017-03-10 18:27:58+00:00
267,839990271299457024,13742,2348,8309130,142727,2017-03-10 00:04:21+00:00
268,839549326359670784,28157,7989,8309130,142727,2017-03-08 18:52:12+00:00
269,839290600511926273,0,146,8309130,142727,2017-03-08 01:44:07+00:00
270,839239871831150596,27870,6703,8309130,142727,2017-03-07 22:22:32+00:00
271,838952994649550848,20105,4095,8309130,142727,2017-03-07 03:22:35+00:00
272,838921590096166913,11441,2114,8309130,142727,2017-03-07 01:17:48+00:00
273,838916489579200512,0,35,8309130,142727,2017-03-07 00:57:32+00:00
274,838831947270979586,0,11343,8309130,142727,2017-03-06 19:21:35+00:00
275,838561493054533637,11192,1368,8309130,142727,2017-03-06 01:26:54+00:00
276,838476387338051585,23144,4926,8309130,142727,2017-03-05 19:48:43+00:00
277,838201503651401729,0,10357,8309130,142727,2017-03-05 01:36:26+00:00
278,838150277551247360,1716,341,8309130,142727,2017-03-04 22:12:52+00:00
279,838085839343206401,145,1,8309130,142727,2017-03-04 17:56:49+00:00
280,838083903487373313,18075,3238,8309130,142727,2017-03-04 17:49:08+00:00
281,837820167694528512,35063,8102,8309130,142727,2017-03-04 00:21:08+00:00
282,837482249356513284,3935,452,8309130,142727,2017-03-03 01:58:22+00:00
